"Appareil";"Nom=";"Four Thermidor Efita";;"Numéro de série=";"8470479";;"Version de logiciel=";"5.4"
;"Adresse MAC=";"00:0A:8D:81:3F:CF";;"Langue=";"fr";;"Pays=";"FR";;"Fuseau horaire=";"GMT"
"Groupe";"Group 2"
"T° Bac trempe";"Bas=";0,0;"Haut=";50,0;"Unités=";"°C"
"% Puissance";"Bas=";0,0;"Haut=";100,0;"Unités=";"%"
"Consigne T°";"Bas=";50,0;"Haut=";550,0;"Unités=";"°C"
"N° Programme";"Bas=";0;"Haut=";50;"Unités=";""
"Chrono Trempe";"Bas=";"00:00:00";"Haut=";"00:00:00";"Unités=";""
"Date/Heure";;"T° Bac trempe";"% Puissance";"Consigne T°";"N° Programme";"Chrono Trempe"
;;"°C";"%";"°C";"";""
"24/05/23 15:55:52.125";"24/05/23 15:55:52 Démarrage lot (Invité)"
"24/05/23 17:00:20";;26,3;100,0;495,0;5;"00:00:05"
"24/05/23 17:00:30";;26,4;100,0;495,0;5;"00:00:05"
"24/05/23 17:00:40";;25,6;100,0;495,0;5;"00:00:05"
"24/05/23 17:00:50";;25,1;100,0;495,0;5;"00:00:05"
"24/05/23 17:01:00";;25,1;100,0;495,0;5;"00:00:05"
"24/05/23 17:01:10";;25,4;100,0;495,0;5;"00:00:05"
"24/05/23 17:01:20";;25,7;100,0;495,0;5;"00:00:05"
"24/05/23 17:01:30";;25,8;100,0;495,0;5;"00:00:05"
"24/05/23 17:01:40";;25,8;100,0;495,0;5;"00:00:05"
"24/05/23 17:01:50";;25,9;100,0;495,0;5;"00:00:05"
"24/05/23 17:01:52.125";"24/05/23 17:01:52 Arrêt lot (Automatique)"
"24/05/23 17:01:52.125";"24/05/23 17:01:52 N° OF 357701-350531-351832--5686OFF"
"24/05/23 17:01:52.125";;25,9;100,0;495,0;5;"00:00:05"
